,Lousic C.K.,Dave Chappelle,Ricky Gervais,Bo Burham,Bill Burr,Jim Jefferies,John Mulaney,Hasan Minhaj,Ali Wong,Anthony Jeselnik,Mike Birbiglia,Joe Rogan
muscle,0,0,0,0,1,0,0,0,0,0,0,0
muscular,0,0,0,1,0,5,0,0,0,0,0,0
museum,0,0,0,0,0,0,0,0,0,3,0,0
mushroom,0,0,0,0,0,0,0,1,1,0,0,0
music,1,1,1,1,5,0,0,0,0,1,0,0
musical,0,0,0,0,0,0,0,0,0,0,0,2
musk,0,0,0,0,0,0,0,0,0,0,0,1
musket,0,0,0,0,0,6,0,0,0,0,0,0
muslim,0,0,0,0,0,0,0,9,0,0,0,0
mustache,0,0,0,1,0,0,0,0,0,0,0,0
mustachioed,0,0,0,0,1,0,0,0,0,0,0,0
mustard,0,0,0,0,0,0,0,0,0,0,1,0
mutiny,0,0,0,0,0,0,0,0,0,0,0,1
muzzle,0,0,0,0,1,0,0,0,0,0,0,0
mwah,2,0,0,0,2,0,0,0,0,0,0,0
mysterious,0,0,0,0,0,0,0,0,1,0,1,0
mysteriously,0,0,0,0,0,0,1,0,0,0,0,0
mystery,0,0,0,0,1,0,0,0,0,0,0,0
myth,0,0,0,0,0,0,0,0,0,0,1,0
na,29,21,14,5,77,18,21,0,28,15,27,52
naaaaturally,0,0,0,1,0,0,0,0,0,0,0,0
nader,0,0,0,0,0,0,0,0,0,0,1,0
nag,0,0,0,0,0,0,0,0,1,0,0,0
nah,1,0,0,0,1,0,1,1,0,0,0,1
nail,0,0,1,2,1,0,0,0,0,3,0,0
naila,0,0,0,0,0,0,0,2,0,0,0,0
najmi,0,0,0,0,0,0,0,2,0,0,0,0
naked,1,0,0,0,3,2,0,0,1,0,1,0
nana,0,0,0,0,1,0,0,0,0,0,0,0
nap,2,0,0,0,0,0,0,1,1,0,0,1
napkin,0,0,0,1,0,0,0,0,0,0,5,0
napoleon,1,0,0,0,0,0,0,0,0,0,0,0
narcissistic,0,0,2,0,0,0,0,0,0,0,0,0
nashville,0,0,0,0,0,0,0,2,0,0,0,0
nasty,1,0,0,0,0,0,0,0,0,0,0,0
nation,2,0,0,0,0,0,0,0,0,0,0,0
national,0,1,0,0,0,0,1,1,0,0,0,1
native,0,0,0,0,1,0,0,0,0,0,0,0
natural,0,0,1,2,1,0,0,0,0,0,0,1
naturally,0,0,0,2,0,0,0,0,0,0,0,0
nature,0,0,0,0,0,0,0,0,1,0,0,1
naughty,0,0,1,0,0,0,0,0,0,0,0,0
nauseous,0,0,1,0,0,0,0,0,0,0,0,0
navel,0,0,0,0,1,0,0,0,0,0,0,0
navigate,0,0,0,0,0,0,0,2,0,0,0,1
navy,0,0,0,0,0,0,2,0,0,0,0,0
nazi,0,2,0,0,0,0,1,0,0,1,0,0
nba,0,0,0,0,1,2,0,0,0,0,0,0
nbc,0,0,1,0,0,0,0,1,0,0,0,0
near,0,0,6,1,0,2,4,0,0,1,0,1
nearby,0,0,1,0,0,0,0,0,0,0,0,0
neardeath,0,0,0,0,0,0,0,0,0,0,1,0
nearly,1,0,0,0,1,0,0,0,0,0,1,0
neat,0,0,0,1,0,0,0,0,0,0,0,0
nebraska,0,0,0,0,0,0,0,4,0,0,0,0
necessarily,1,0,2,0,0,0,0,0,0,0,0,0
necessary,0,0,1,0,0,0,0,0,0,0,1,0
neck,1,0,0,1,1,0,0,0,2,0,3,0
nectar,0,0,0,0,0,0,0,0,1,0,0,0
need,9,12,0,11,11,11,15,14,15,2,13,14
needle,0,0,0,0,0,0,0,1,0,0,0,0
neeson,0,0,0,0,0,0,0,1,0,0,0,0
negative,0,1,0,0,0,0,0,0,0,0,1,0
neglect,0,0,0,0,0,0,0,0,0,1,0,1
negro,0,1,0,0,0,0,0,0,0,0,0,0
neighbor,0,0,0,0,0,0,0,0,0,3,0,2
neighborhood,1,0,0,0,0,0,0,0,1,0,0,1
neil,0,0,0,0,0,11,0,0,0,0,0,0
neon,0,0,0,0,0,0,1,0,0,0,0,0
neosporin,0,0,0,0,0,0,0,0,1,0,0,0
nephew,1,0,1,0,0,0,0,0,0,1,1,0
neptune,0,0,0,0,0,0,0,0,0,0,0,1
nerd,0,0,0,0,1,0,0,1,0,0,1,0
nerfedup,0,0,0,0,0,0,0,0,0,0,0,1
nerve,0,0,0,0,1,0,0,0,1,0,1,0
nervous,0,0,0,0,0,0,0,2,0,0,2,4
nervously,0,0,1,0,1,0,0,0,0,0,0,0
nestle,0,0,1,0,0,0,0,0,0,0,0,0
net,0,0,0,0,0,0,0,0,0,0,0,1
netdetectivecom,0,0,0,0,0,0,0,0,0,0,1,0
netflix,0,1,0,0,0,2,0,1,1,0,0,1
network,0,0,0,0,1,0,0,0,0,2,0,0
neurological,0,0,0,1,0,0,0,0,0,0,0,0
neutralize,0,0,0,0,1,0,0,0,0,0,0,0
neverending,0,0,0,0,1,0,0,0,0,0,0,0
new,6,7,6,4,4,4,10,15,2,12,10,6
newark,0,0,0,0,0,0,0,0,0,0,1,0
newborn,0,0,0,0,0,0,0,0,0,2,0,0
newly,0,1,0,0,0,0,0,0,0,0,0,0
newlyminte,0,1,0,0,0,0,0,0,0,0,0,0
news,1,0,7,0,0,0,2,4,0,3,1,0
newspaper,0,0,0,0,0,0,2,0,0,0,2,1
ngaah,1,0,0,0,0,0,0,0,0,0,0,0
ngger,0,0,0,0,0,0,0,2,0,0,0,0
nice,13,9,3,4,7,8,5,3,2,4,9,5
nichol,0,0,0,0,0,0,1,0,0,0,0,0
nichols,0,0,0,0,0,0,3,0,0,0,0,0
niece,0,0,2,0,0,0,0,0,0,1,0,0
night,1,13,8,6,8,9,13,16,4,3,19,2
nightclub,0,1,0,0,0,0,0,0,0,0,0,0
nightmare,2,2,0,0,0,0,0,0,0,0,0,0
nightstand,0,0,0,0,1,0,0,0,0,0,0,0
nike,0,2,1,0,0,0,0,0,0,0,0,0
ninety,0,0,0,0,2,0,0,0,0,0,0,0
ninja,0,0,0,0,0,0,0,1,0,0,0,0
nintendo,0,0,0,0,0,0,0,0,0,0,1,0
nipple,0,0,0,1,0,0,0,0,3,0,0,0
niro,0,0,0,0,0,0,1,0,0,0,0,0
nirvana,0,0,0,0,0,0,0,0,1,0,0,0
nixon,1,0,0,0,0,0,0,0,0,0,0,0
noah,0,0,0,0,0,0,0,0,2,0,0,0
noble,0,0,0,0,0,0,0,0,0,1,0,3
nod,0,0,0,0,0,0,0,0,0,0,0,1
noir,0,0,0,0,0,0,0,0,0,0,1,0
noise,0,1,0,0,2,2,0,1,1,0,0,0
nonironic,0,0,0,0,0,0,0,0,0,0,0,1
nonmakeout,0,0,0,0,0,0,0,0,0,0,5,0
nonsense,0,0,1,0,0,0,0,0,0,0,0,9
noodle,0,0,0,0,0,0,1,0,0,0,0,0
nope,1,0,0,0,0,0,0,0,0,1,0,1
normal,0,0,0,0,1,0,0,3,0,1,0,3
normally,0,1,0,0,0,0,0,0,0,0,2,1
norris,0,0,0,0,1,0,0,0,0,0,0,0
north,0,0,0,0,0,0,0,1,0,0,0,0
norway,0,0,0,0,0,1,0,0,0,0,0,0
nose,0,1,1,0,0,0,0,0,0,0,0,0
nosnitche,0,0,0,0,0,0,1,0,0,0,0,0
note,1,1,1,4,0,0,0,1,0,0,4,0
notice,1,2,0,0,2,1,0,0,0,0,3,0
noticeboard,0,0,1,0,0,0,0,0,0,0,0,0
notification,0,0,0,0,0,0,0,0,0,0,0,1
notion,0,0,3,0,0,0,0,0,0,0,0,0
notsohealthy,1,0,0,0,0,0,0,0,0,0,0,0
novelty,0,0,0,0,0,0,0,0,0,0,1,0
npr,0,0,0,0,0,0,0,1,0,0,0,0
nra,0,0,0,0,0,2,0,0,0,0,0,0
nuclear,0,0,0,0,0,0,3,0,0,0,0,0
nude,0,0,0,0,0,0,0,0,1,0,0,0
num,5,0,0,0,0,0,0,0,0,0,0,0
number,0,2,3,1,2,0,3,3,1,1,5,4
numberone,4,1,0,0,0,0,0,0,0,0,0,0
nun,0,0,0,0,0,0,0,0,0,1,0,0
nurse,0,0,0,0,0,5,0,0,0,0,0,0
nursery,0,0,0,0,0,0,2,0,0,0,0,0
nurture,0,0,0,0,0,0,0,0,1,0,0,0
nut,7,0,21,4,0,0,0,0,0,0,0,0
nutintolerant,0,0,1,0,0,0,0,0,0,0,0,0
nuts,1,1,4,0,4,0,0,1,0,0,0,0
nutshell,0,1,0,0,0,0,0,0,0,0,0,0
oak,1,0,0,0,0,0,0,0,0,0,0,0
oakland,0,0,0,1,0,0,0,0,0,0,0,0
oasis,0,0,0,0,1,0,0,0,1,0,0,0
obama,0,0,0,0,0,0,0,0,0,0,0,6
obeyer,0,1,0,0,0,0,0,0,0,0,0,0
object,0,0,0,1,0,0,0,0,0,0,0,1
objectify,0,0,0,0,0,0,0,0,0,0,0,1
objective,0,0,0,1,0,0,0,0,0,0,0,0
obligate,0,0,0,1,0,0,0,0,0,0,0,0
obscene,0,0,0,1,0,0,0,0,0,0,0,0
observational,0,0,1,0,0,0,0,0,0,0,0,0
obsess,0,0,0,0,0,0,0,0,0,0,1,0
obsessed,0,0,0,0,0,0,0,0,0,0,2,0
obvious,0,0,2,1,0,0,0,0,0,0,1,1
obviously,0,5,6,0,0,2,0,0,0,1,0,0
occasion,0,2,0,0,0,0,0,0,0,0,0,0
occasionally,0,0,0,0,1,1,0,0,0,0,0,0
occupation,0,0,0,0,0,0,0,0,0,0,0,1
occur,0,0,0,0,0,0,0,0,0,1,0,0
ocean,0,0,3,1,1,0,0,0,0,0,0,2
oclock,0,0,0,0,1,0,1,0,0,0,0,0
october,0,0,0,1,0,0,0,0,0,0,0,0
octopus,0,0,0,0,0,0,0,0,0,0,0,1
odd,1,1,2,0,0,0,0,0,0,0,1,0
odor,0,0,0,0,0,0,0,0,1,0,0,0
offduty,0,0,0,0,0,0,0,0,0,0,0,1
offend,0,0,4,0,0,1,1,0,0,0,1,0
offended,0,0,1,0,0,0,0,0,0,0,0,0
offender,0,0,0,0,0,0,0,0,0,1,0,0
offense,0,1,2,0,0,0,0,0,0,0,0,0
offensive,0,0,0,0,4,0,0,0,0,0,1,0
offer,0,0,0,0,0,0,3,0,0,0,2,0
offguard,0,0,0,0,0,0,1,0,0,0,0,0
office,0,0,1,0,0,0,9,0,4,0,0,5
officer,0,1,0,0,1,0,0,0,0,0,6,1
offsides,0,0,0,0,1,0,0,0,0,0,0,0
offstage,0,1,0,0,0,0,0,0,1,0,0,0
ofi,1,0,0,0,0,0,0,0,0,0,0,0
oh,0,18,19,15,10,40,21,24,21,5,18,25
ohh,0,1,0,0,0,0,0,0,0,0,0,0
ohio,0,0,1,0,0,0,0,0,0,0,0,0
oil,0,0,1,0,0,0,0,1,0,0,0,1
oj,0,18,0,0,0,1,0,0,0,0,0,0
ok,17,0,0,11,0,0,0,0,26,0,0,0
okay,0,4,9,3,19,11,13,8,0,15,8,16
old,27,7,22,14,24,2,21,4,11,4,4,10
oldfashioned,0,0,2,0,0,0,0,0,0,0,0,0
oldschool,0,0,0,0,0,0,0,0,0,0,0,1
olive,0,0,0,0,2,0,0,0,0,0,0,0
oliver,0,0,0,0,0,0,0,1,0,0,0,0
olympian,0,0,0,0,0,2,0,0,0,0,0,1
olympic,0,1,1,0,0,2,0,0,1,0,1,1
omnipotence,0,0,0,1,0,0,0,0,0,0,0,0
oneal,0,0,0,0,0,0,0,0,0,0,0,1
onearmed,0,0,0,0,0,0,1,0,0,0,0,0
onebed,0,0,0,0,0,0,0,1,0,0,0,0
onebedroom,0,0,0,0,0,1,0,0,0,0,0,0
onedimensional,0,0,0,0,1,0,0,0,0,0,0,0
onehitter,0,0,0,0,0,0,1,0,0,0,0,0
oneliner,0,0,1,0,0,0,0,0,0,0,0,0
oneness,0,0,0,1,0,0,0,0,0,0,0,0
oneply,0,0,0,0,0,0,0,0,1,0,0,0
oneway,0,0,0,0,0,0,0,0,0,0,0,3
oneyear,0,0,0,0,0,0,0,1,0,0,0,0
onfire,0,0,0,0,0,0,1,0,0,0,0,0
ongoing,0,0,0,0,0,0,0,0,0,0,0,1
onion,0,0,0,1,0,0,0,0,0,1,0,0
online,0,0,0,0,0,0,0,0,0,6,1,2
ono,0,0,0,0,0,0,0,0,1,0,0,0
onrunne,0,0,0,0,0,0,0,0,0,0,0,1
onstage,0,2,0,0,0,0,0,0,0,0,2,0
oof,0,0,0,0,0,0,0,0,0,0,1,0
ooh,0,0,0,1,0,0,2,0,0,0,0,0
oohwee,0,0,0,0,0,0,0,0,1,0,0,0
oooh,0,0,0,1,0,0,0,0,0,0,0,0
oop,0,0,0,1,0,0,0,0,0,0,0,0
open,3,1,2,1,6,5,5,10,0,3,2,5
openende,0,0,0,0,0,0,0,0,0,0,0,1
opening,0,1,2,0,0,0,0,0,0,0,0,0
openminde,0,0,0,0,2,0,0,0,0,0,0,0
operator,0,0,0,0,0,0,0,0,0,0,2,0
opinion,0,0,5,2,0,2,4,1,1,0,0,0
opportunity,0,0,2,0,0,0,0,1,0,0,1,1
oppose,0,0,3,0,0,0,0,0,0,0,0,0
opposite,0,0,0,0,0,1,0,0,0,0,1,1
optimum,0,0,0,0,0,0,0,0,2,0,0,0
option,1,0,0,0,1,0,1,0,2,0,0,0
oral,0,0,0,0,0,0,0,0,0,0,1,0
orange,0,0,0,0,3,0,0,0,0,0,0,0
order,0,0,0,3,2,0,1,0,0,0,4,3
ordinary,0,0,2,0,0,0,0,0,0,0,0,0
oreilly,0,0,0,0,0,0,0,1,0,0,0,0
oreo,0,0,0,1,0,0,0,0,0,0,0,0
organ,1,0,0,0,1,0,2,0,0,0,0,0
organization,0,0,0,0,1,0,0,0,0,0,1,0
organize,0,0,0,0,0,0,0,0,0,0,1,0
orgasm,0,0,0,0,0,1,0,0,0,0,0,0
orifice,0,0,0,0,0,0,0,0,0,0,1,0
origin,0,0,0,0,0,0,0,1,0,0,0,0
original,0,0,0,0,1,1,0,1,0,0,1,1
originally,0,0,0,0,0,0,0,0,0,0,1,0
orphan,0,0,1,0,0,0,0,0,0,0,0,0
osama,0,0,0,0,0,0,0,2,0,0,0,0
oscar,0,5,0,0,0,7,0,1,0,0,0,0
oscillate,0,0,0,0,0,0,0,0,0,0,1,0
osteen,0,0,0,0,1,0,0,0,0,0,0,0
oturn,0,0,0,0,0,0,0,0,1,0,0,0
outeth,0,0,0,0,1,0,0,0,0,0,0,0
outfit,0,1,0,0,0,0,0,0,0,0,2,1
outfitter,0,0,0,0,0,0,0,0,1,0,0,0
outlandish,0,1,0,0,0,0,0,0,0,0,0,0
outlet,0,0,0,0,0,0,1,0,0,0,0,0
outrage,0,0,3,0,0,0,0,0,0,0,0,0
outraged,0,0,0,0,0,0,0,0,0,0,0,1
outside,1,2,3,0,1,0,3,9,2,1,0,0
outskirt,0,0,0,0,1,0,0,0,0,0,0,0
outspoken,0,0,1,0,0,0,0,0,0,0,0,0
outstanding,0,1,0,0,0,0,0,0,0,0,0,0
outta,0,0,0,0,0,0,0,0,2,0,0,0
outtiger,0,0,0,0,0,0,0,0,0,0,0,1
oven,0,0,1,0,0,0,0,0,0,0,0,0
overachiever,0,0,0,0,0,0,0,1,0,0,0,0
overarching,0,0,0,1,0,0,0,0,0,0,0,0
overdose,0,0,1,0,0,0,0,0,0,0,0,0
overhead,0,0,1,0,0,0,0,0,0,0,0,0
overkill,0,0,0,0,0,1,0,1,0,0,0,0
overlook,0,0,0,0,0,0,0,0,0,0,1,0
overpopulated,0,0,1,0,0,0,0,0,0,0,0,0
overpopulation,0,0,0,1,0,0,0,0,0,0,0,0
overrated,0,0,0,0,0,0,0,1,0,0,0,0
overtake,0,0,0,0,0,0,0,0,1,0,0,0
overtire,0,0,0,0,0,0,0,0,0,0,1,0
ovulation,0,0,0,0,0,0,0,0,2,0,0,0
owe,0,0,0,0,0,0,0,0,1,0,3,0
owner,0,0,0,0,2,3,0,0,0,1,0,0
oxygen,0,0,0,0,1,0,0,0,0,0,0,0
oyster,0,0,0,1,0,0,0,0,0,0,0,0
ozone,0,0,0,0,0,0,0,0,0,0,0,1
pa,0,1,0,0,0,0,0,0,0,0,0,0
pace,0,1,0,0,0,0,0,0,1,0,0,0
pacino,0,0,0,0,0,0,1,0,0,0,0,0
pack,0,0,3,1,0,0,6,2,1,3,0,0
packet,0,0,1,0,0,0,0,0,0,0,0,0
pacman,0,0,0,0,0,0,0,0,1,0,0,0
pacquiao,0,3,0,0,0,0,0,0,0,0,0,0
pad,0,0,1,1,0,0,0,0,0,0,0,0
padlock,0,0,0,0,0,1,0,0,0,0,0,0
page,0,0,0,1,1,0,1,0,2,1,0,2
pageantry,0,0,0,0,0,0,0,0,0,0,1,0
pain,0,2,1,1,2,0,0,0,4,0,0,0
paint,0,0,1,0,0,0,0,1,0,0,0,1
paintballe,0,0,0,0,0,0,0,0,1,0,0,0
painter,0,0,1,0,0,0,0,0,0,0,0,0
painting,0,0,1,1,0,0,0,0,0,0,0,0
pair,0,0,0,0,0,0,0,0,1,0,0,0
pajama,1,0,0,0,0,0,0,0,0,0,0,0
pakistan,0,0,0,0,0,0,0,1,0,0,0,0
pakora,0,0,0,0,0,0,0,1,0,0,0,0
pale,0,0,0,1,0,1,0,0,0,0,0,0
palette,0,0,1,0,0,0,0,0,0,0,0,0
pallbearer,0,0,0,0,0,0,0,0,0,1,0,0
palmer,0,0,0,0,0,0,1,0,0,0,0,0
palpitation,0,0,1,0,0,0,0,0,0,0,0,0
pamper,0,0,1,0,0,0,0,0,0,0,0,0
panic,0,1,0,0,0,0,0,0,0,1,0,0
pant,0,1,0,1,0,0,1,2,2,0,0,0
panther,0,0,0,0,0,0,0,0,0,0,0,1
pantserator,0,0,0,0,0,0,0,0,0,0,1,0
paper,0,0,1,0,0,0,1,1,5,0,1,0
papiermâché,0,0,0,0,0,0,0,0,0,0,0,1
parade,0,0,1,0,0,1,0,0,0,0,0,0
paragraph,1,0,0,0,0,0,0,0,0,0,0,0
paralyzed,0,0,0,0,0,0,0,0,0,0,2,1
paranoid,0,0,0,0,0,0,0,0,1,0,0,1
paraphrase,0,0,0,0,3,0,0,0,0,0,0,0
paraplegic,0,0,0,0,0,2,0,0,0,0,0,0
parent,7,0,3,1,3,0,14,21,0,5,10,3
parenthood,0,1,0,0,0,0,0,0,0,0,0,0
paris,0,1,0,0,0,0,1,0,0,0,0,1
park,0,0,0,2,1,1,0,1,4,0,0,2
parker,0,0,0,0,0,0,0,0,0,0,0,1
parking,0,0,0,1,1,0,0,0,0,0,0,0
parkinson,1,0,0,0,0,0,0,0,0,0,0,0
parliament,0,0,1,0,0,0,0,0,0,0,0,0
partial,0,0,0,0,0,0,1,0,0,0,0,0
partially,0,0,0,0,0,0,0,0,1,0,0,0
participate,0,0,0,1,0,1,0,0,0,0,1,0
participation,0,0,0,0,0,0,0,0,0,0,0,1
particular,1,0,0,0,0,0,0,0,0,0,0,0
particularly,1,0,4,1,0,0,0,0,0,0,0,0
partie,0,0,0,0,0,8,0,0,0,0,0,0
partner,0,1,0,0,0,0,0,0,0,0,0,0
party,0,2,5,3,3,13,0,2,0,8,3,1
pass,1,4,1,1,5,2,1,2,0,3,1,0
passedout,0,0,0,0,1,0,0,0,0,0,0,0
passenger,0,1,0,0,0,1,0,0,0,0,2,0
passingout,0,0,1,0,0,0,0,0,0,0,0,0
passionate,0,0,0,1,0,1,0,0,0,0,0,0
passively,0,0,0,0,0,0,0,0,1,0,0,0
passport,0,0,0,0,0,0,0,0,0,2,7,0
past,1,1,1,0,0,2,11,8,2,0,1,0
pastry,0,0,0,0,0,0,0,0,0,0,1,0
pat,0,4,0,0,0,0,0,0,0,0,0,0
patchouli,0,0,0,0,0,0,0,0,0,0,0,1
patent,0,0,0,1,0,0,0,0,0,0,0,0
path,0,0,0,0,0,0,0,0,0,0,0,2
pathetic,0,0,0,0,1,0,0,0,0,0,0,0
patience,0,0,0,1,0,0,0,0,0,0,0,0
patient,0,0,0,2,0,0,0,0,0,0,1,0
patrick,0,0,0,0,0,0,0,0,0,0,1,0
patriotism,0,0,0,0,0,0,0,1,0,0,0,0
patronize,0,0,0,0,0,1,0,0,0,0,0,0
patter,0,0,0,0,0,0,0,1,0,0,0,0
pattern,0,0,0,1,0,0,0,0,0,0,0,0
paul,0,0,0,0,0,0,1,0,0,0,0,0
paula,0,0,0,0,1,0,0,0,0,0,0,0
pause,0,0,0,0,0,0,1,0,0,0,0,1
pavement,0,0,0,0,0,0,1,0,0,0,2,0
paw,0,0,0,0,1,0,0,0,0,0,0,0
pay,1,2,10,2,2,4,2,6,3,5,5,2
payoff,0,0,0,0,0,0,0,1,0,0,0,0
peace,0,2,0,0,0,0,3,0,3,0,0,1
peacefully,0,0,0,0,0,0,0,0,0,2,0,0
peak,0,0,2,0,0,0,0,0,0,0,0,0
peanut,0,0,0,0,0,2,0,0,0,0,2,0
peanutbutter,0,0,0,1,0,0,0,0,0,0,0,0
peckerwood,0,0,0,0,1,0,0,0,0,0,0,0
peckish,0,0,1,0,0,0,0,0,0,0,0,0
pedestrian,1,0,0,0,0,0,0,0,1,0,0,0
pedigree,0,0,1,0,0,0,0,0,0,0,0,0
pedophile,1,0,2,0,0,0,1,0,0,1,0,0
pedophilia,0,0,0,0,1,0,0,0,0,0,0,0
pee,0,0,0,1,0,0,0,0,3,0,2,0
peel,0,0,0,0,0,0,0,1,0,0,0,0
peele,0,1,0,0,0,0,0,0,0,0,0,0
peeve,0,0,0,0,0,0,0,0,0,0,1,0
peggy,0,0,0,0,0,0,0,0,0,3,0,0
peis,0,0,0,0,1,0,0,0,0,0,0,0
pencil,0,0,0,2,1,0,0,0,0,0,0,0
pendleton,0,0,0,0,0,0,0,2,0,0,0,0
pendulum,0,0,0,0,0,0,0,1,0,0,0,0
penetration,0,0,0,0,1,0,0,0,0,0,0,0
peninsula,0,1,0,0,0,0,0,0,0,0,0,0
penis,0,1,4,1,0,0,6,0,0,0,4,0
penn,0,0,0,0,0,0,1,0,0,0,0,0
penney,0,0,0,0,0,0,0,1,0,0,0,0
penny,0,0,0,0,0,1,0,0,0,0,0,0
pentacorn,0,0,0,1,0,0,0,0,0,0,0,0
pentup,0,0,0,0,0,0,0,0,1,0,0,0
people,41,43,34,22,32,44,22,25,16,22,23,100
peoplewill,0,0,0,0,0,0,0,0,0,1,0,0
pepperoni,0,0,0,0,0,0,0,2,0,0,0,0
pepsi,0,0,0,0,0,0,1,0,0,0,0,0
perceive,0,0,0,0,0,0,0,0,0,0,1,0
percent,0,0,0,0,0,0,0,2,3,0,0,0
perfect,0,0,3,0,2,0,1,0,0,1,5,3
perfectly,0,0,0,1,0,0,0,0,0,0,1,0
perform,0,0,0,1,0,0,1,0,2,1,3,0
period,0,0,1,0,0,1,1,3,0,0,2,0
periodical,0,0,0,0,0,0,1,0,0,0,0,0
perky,0,0,0,1,0,0,0,0,0,0,0,0
permission,1,0,0,0,0,0,0,0,0,0,0,0
perpetuate,0,0,0,0,0,0,0,0,0,0,1,0
person,8,5,10,0,5,9,5,7,3,1,13,14
persona,0,0,0,1,0,0,0,0,0,0,0,0
personal,0,0,1,0,0,1,0,0,0,0,3,0
personality,1,0,0,0,0,0,0,2,1,0,0,0
personally,0,0,3,0,0,0,0,0,0,0,0,0
perspective,0,0,0,1,0,0,0,0,0,0,0,0
pert,0,0,1,0,0,0,0,0,0,0,0,0
pervert,0,0,0,0,0,0,0,0,2,0,0,1
pet,1,0,0,0,0,0,0,0,0,0,1,1
peter,0,0,0,0,1,0,0,0,0,0,0,0
petition,0,1,3,0,0,0,0,0,0,0,0,0
petunia,0,0,0,0,0,0,13,0,0,0,0,0
pew,0,0,0,0,0,0,1,0,0,0,0,0
pfft,0,0,0,0,0,0,0,0,0,0,1,0
phase,0,0,0,0,0,1,1,0,0,0,0,0
phd,0,0,0,0,0,0,0,1,0,0,0,0
phds,1,0,0,0,0,0,0,0,0,0,0,0
phew,0,0,0,1,0,0,0,0,0,0,0,0
phife,0,3,0,0,0,0,0,0,0,0,0,0
phil,0,0,0,0,0,0,0,1,0,0,1,0
philippine,0,5,0,0,0,0,0,0,0,0,0,0
philly,0,0,0,0,0,0,0,1,0,0,0,0
pho,0,0,0,0,0,0,0,0,1,0,0,0
phone,3,3,1,1,0,5,4,10,0,6,13,5
photo,0,0,3,0,0,1,1,6,0,0,0,1
photograph,0,0,1,0,0,0,0,0,0,0,0,0
photographer,0,0,0,0,0,1,2,0,0,1,0,0
photoshoppe,0,0,0,0,0,0,0,0,0,0,1,0
phrase,0,1,0,0,0,0,0,0,2,0,2,0
physical,0,0,0,0,0,0,0,0,0,0,0,2
physically,0,0,1,0,1,0,0,1,0,0,0,1
physicist,0,0,0,0,0,0,3,0,0,0,0,0
physique,0,0,0,0,0,0,0,0,0,0,1,0
piano,0,0,0,0,0,0,1,0,0,0,0,0
pic,0,0,0,0,0,0,0,0,0,0,0,3
pick,1,2,2,1,9,3,1,10,1,1,4,0
picket,0,1,0,0,0,0,0,1,0,0,0,0
pickup,1,0,0,0,0,0,0,0,0,0,0,0
picture,0,2,2,1,1,3,0,0,0,1,0,6
pictureperfect,0,0,0,0,0,0,0,1,0,0,0,0
picturesque,0,0,0,0,0,0,0,0,1,0,0,0
piece,6,0,1,2,3,0,0,4,1,2,2,2
pieceofshit,0,0,0,0,0,0,0,0,0,1,0,0
pier,0,0,0,0,0,0,2,0,1,0,0,0
pig,0,0,3,1,0,0,0,0,0,0,0,0
pigeon,0,0,0,0,1,0,0,0,0,0,0,0
pigeontoed,0,0,0,0,0,0,0,0,0,0,0,1
piggy,0,0,0,0,0,0,0,0,1,0,0,0
pile,0,0,1,0,0,0,0,0,0,0,0,2
pill,0,0,0,0,1,0,0,0,2,0,0,0
pilot,0,1,0,0,3,0,0,0,0,0,1,0
pinch,0,0,0,0,0,0,0,1,0,0,0,0
pineapple,0,0,0,0,0,0,0,0,1,0,0,0
pink,0,0,0,1,0,0,0,0,0,1,0,4
pint,0,0,1,0,0,0,0,0,0,0,0,0
pinter,0,0,0,0,0,0,0,0,2,0,0,0
pintereste,0,0,0,0,0,0,0,0,1,0,0,0
pioneer,0,0,0,0,0,0,0,2,0,0,0,0
piss,3,0,0,1,3,1,0,0,0,0,0,2
pissed,0,0,0,0,0,0,0,3,0,1,0,0
pistorius,0,0,0,0,0,5,0,0,0,0,0,0
pit,0,0,0,0,0,0,0,1,0,0,0,0
pitch,0,1,0,0,0,0,0,0,0,0,0,0
pitt,0,0,1,0,0,0,0,0,0,0,0,0
pittsburgh,0,0,0,0,0,0,0,0,0,1,0,0
pizza,0,0,0,0,0,0,0,11,0,1,0,0
place,6,2,5,5,4,1,4,3,0,7,2,5
plague,0,0,0,1,0,0,0,0,0,0,0,0
plan,0,2,0,0,1,2,1,0,1,0,6,0
plane,0,0,7,0,8,2,0,0,0,1,4,0
planet,1,1,1,0,1,0,0,0,1,0,0,3
plant,0,0,0,0,1,0,1,0,1,2,0,0
plastic,1,0,0,0,0,0,0,0,0,1,0,1
plate,0,0,0,0,0,0,0,1,0,0,0,1
platform,0,0,0,0,1,0,0,0,0,0,0,0
play,1,5,2,8,0,2,7,8,4,3,4,8
playbill,0,0,0,0,0,0,0,0,0,0,0,1
playbytherule,0,0,0,0,0,0,0,0,0,0,1,0
player,0,1,0,1,3,4,0,0,0,0,1,0
playground,0,0,0,0,0,0,0,1,0,0,0,0
playing,0,0,0,0,0,0,0,0,0,0,0,1
pleasure,0,0,0,0,1,0,0,0,1,0,0,0
pledge,0,0,0,0,2,0,0,0,0,0,0,0
plenty,0,1,0,0,0,0,0,0,1,0,0,0
plexigla,1,0,0,0,0,0,0,0,0,0,0,0
plot,0,0,0,0,0,0,0,0,0,0,0,1
plug,0,0,1,1,0,0,0,0,0,0,0,0
